"Thank you!  Your referral e-mail to %s has been sent.","Thank you!  Your referral e-mail to %s has been sent."
"The referral email in the session is invalid: %s","The referral email in the session is invalid: %s"
"There was a problem with the invitation for %s.","There was a problem with the invitation for %s."
"This is My Default %s Address","This is My Default %s Address"
To,To
"To Cart","To Cart"
Total,Total
Update,Update
"Use as My Default %s Address","Use as My Default %s Address"
"Use as My Default Billing Address","Use as My Default Billing Address"
"Use as My Default Shipping Address","Use as My Default Shipping Address"
"VAT Number","VAT Number"
"View Order","View Order"
Wishlist,Wishlist
YYYY,YYYY
Year,Year
"You are currently not subscribed to any newsletter.","You are currently not subscribed to any newsletter."
"You are currently subscribed to 'General Subscription'.","You are currently subscribed to 'General Subscription'."
"You are currently subscribed to our newsletter.","You are currently subscribed to our newsletter."
"You have no additional address entries in your address book.","You have no additional address entries in your address book."
"You have no additional entries in your address book.","You have no additional entries in your address book."
"You have no default billing address in your address book.","You have no default billing address in your address book."
"You have no default entries in your address book.","You have no default entries in your address book."
"You have no default shipping address in your address book.","You have no default shipping address in your address book."
"You have placed no orders yet.","You have placed no orders yet."
"You have placed no products yet.","You have placed no products yet."
"You or somebody else has already invited %s.","You or somebody else has already invited %s."
"Your account balance is: %s","Your account balance is: %s"
"Your referral e-mail to %s has been sent.","Your referral e-mail to %s has been sent."
"Zip/Postal Code","Zip/Postal Code"
no,no
yes,yes
"%d referral(s) successfully deleted","%d referral(s) successfully deleted"
"A referral entry already exists for the new customer from the same person or someone else.","A referral entry already exists for the new customer from the same person or someone else."
"Affiliate Customer ID","Affiliate Customer ID"
"Affiliate Name","Affiliate Name"
CSV,CSV
"Customer Group","Customer Group"
"Customer Sign-Up Page","Customer Sign-Up Page"
Delete,Delete
"Display Short Affiliate Code","Display Short Affiliate Code"
"Enable Refer by Email","Enable Refer by Email"
"Enable referring other customers by e-mail address.","Enable referring other customers by e-mail address."
"Enable referring other customers by referral code.","Enable referring other customers by referral code."
"Enable referring other customers by referral url.","Enable referring other customers by referral url."
"Excel XML","Excel XML"
"Guest Made Order","Guest Made Order"
"If enabled, this will display the short affiliate ID number in the affiliate’s My Referrals dashboard instead of the standard ~50 character code. Displaying the affiliate ID makes it easier for referrals to refer the affiliate, but might give away when the affiliate joined the site.","If enabled, this will display the short affiliate ID number in the affiliate’s My Referrals dashboard instead of the standard ~50 character code. Displaying the affiliate ID makes it easier for referrals to refer the affiliate, but might give away when the affiliate joined the site."
"If set to NO the transactional e-mail sender settings will be used. This can be set to NO to reduce the number of e-mails that get marked as spam.","If set to NO the transactional e-mail sender settings will be used. This can be set to NO to reduce the number of e-mails that get marked as spam."
"Invitation Email Template","Invitation Email Template"
"Made Order","Made Order"
"New customer e-mail is empty.","New customer e-mail is empty."
"Notification Email Template","Notification Email Template"
"Onepage Checkout Customer Sign-Up Section","Onepage Checkout Customer Sign-Up Section"
"Please enter valid referral code or email.","Please enter valid referral code or email."
"Points Earned Because a Referral Made His/Her First Order","Points Earned Because a Referral Made His/Her First Order"
"Points Earned Because a Referral Signed Up","Points Earned Because a Referral Signed Up"
"Points Earned as a Percentage of a Referral's Guest Order","Points Earned as a Percentage of a Referral's Guest Order"
"Points Earned as a Percentage of a Referral's Order","Points Earned as a Percentage of a Referral's Order"
"Referral First Order","Referral First Order"
"Referral Guest Order","Referral Guest Order"
"Referral Imports","Referral Imports"
"Referral Link ID","Referral Link ID"
"Referral Order","Referral Order"
"Referral Signup","Referral Signup"
"Referral email not yet registered on the store.","Referral email not yet registered on the store."
"Referral email same with customer account.","Referral email same with customer account."
"Referral is empty.","Referral is empty."
"Referred customers that sign-up to the store will belong to this customer group. If this option is left blank, then the Magento default customer group will be used.","Referred customers that sign-up to the store will belong to this customer group. If this option is left blank, then the Magento default customer group will be used."
"Send Referral Invitation Emails with the Sender's Email","Send Referral Invitation Emails with the Sender's Email"
"Show Account Registration Warnings","Show Account Registration Warnings"
"Show Preferences Section","Show Preferences Section"
"Show or hide the My Referrals link in the customer My Account section.","Show or hide the My Referrals link in the customer My Account section."
"Show referral history in the customer's My Referrals section.","Show referral history in the customer's My Referrals section."
"Show the invite new customer form in the customer's My Referrals section.","Show the invite new customer form in the customer's My Referrals section."
"Show the prefererences section in the customer's My Referrals section.","Show the prefererences section in the customer's My Referrals section."
"Show the referral e-mail/code box in the new account creation page.","Show the referral e-mail/code box in the new account creation page."
"Show the referral e-mail/code box in the onepage checkout registration section.","Show the referral e-mail/code box in the onepage checkout registration section."
"This is the URL or path that Sweet Tooth will redirect the visitor to after it registers the referral into the session. The default value is blank, which redirects the visitor to the home page.","This is the URL or path that Sweet Tooth will redirect the visitor to after it registers the referral into the session. The default value is blank, which redirects the visitor to the home page."
"This list will automatically refresh every 5 seconds","This list will automatically refresh every 5 seconds"
Unknown,Unknown
"When a customer refers another customer, the person who referred the new customer will receive this e-mail.","When a customer refers another customer, the person who referred the new customer will receive this e-mail."
"disable these emails","disable these emails"
